"","Year","ENGINE.SIZE","CYLINDERS","TRANSMISSION","FUEL","FUEL.CONSUMPTION","COEMISSIONS","INFO"
"64",2000,3.8,6,"A4","Z",15.1,290,"BUICK PARK AVENUE # FULL-SIZE"
"65",2000,3.8,6,"A4","X",13.5,262,"BUICK REGAL MID-SIZE"
"66",2000,3.8,6,"A4","Z",15.1,290,"BUICK REGAL # MID-SIZE"
"67",2000,3,6,"A4","Z",14.7,294,"CADILLAC CATERA MID-SIZE"
"68",2000,4.6,8,"A4","Z",15.5,297,"CADILLAC DEVILLE FULL-SIZE"
"69",2000,4.6,8,"A4","Z",15.5,297,"CADILLAC ELDORADO MID-SIZE"
"70",2000,5.7,8,"A4","X",21.2,430,"CADILLAC ESCALADE 4X4 SUV"
"71",2000,4.6,8,"A4","Z",15.5,297,"CADILLAC SEVILLE MID-SIZE"
"72",2000,4.3,6,"A4","X",17,350,"CHEVROLET ASTRO AWD CARGO VAN - CARGO"
"73",2000,4.3,6,"A4","X",17.4,359,"CHEVROLET ASTRO AWD PASSENGER VAN - PASSENGER"
"74",2000,4.3,6,"A4","X",16.2,336,"CHEVROLET ASTRO CARGO VAN - CARGO"
"75",2000,4.3,6,"A4","X",17.7,368,"CHEVROLET ASTRO PASSENGER VAN - PASSENGER"
"76",2000,4.3,6,"A4","X",16.2,336,"CHEVROLET BLAZER SUV"
"77",2000,4.3,6,"M5","X",16.3,327,"CHEVROLET BLAZER SUV"
"78",2000,4.3,6,"A4","X",16.9,350,"CHEVROLET BLAZER 4X4 SUV"
"79",2000,4.3,6,"M5","X",18.7,386,"CHEVROLET BLAZER 4X4 SUV"
"80",2000,4.3,6,"A4","X",17.7,368,"CHEVROLET C1500 SILVERADO PICKUP TRUCK - STANDARD"
"81",2000,4.3,6,"M5","X",18.5,384,"CHEVROLET C1500 SILVERADO PICKUP TRUCK - STANDARD"
"82",2000,4.8,8,"A4","X",16.3,334,"CHEVROLET C1500 SILVERADO PICKUP TRUCK - STANDARD"
"83",2000,4.8,8,"M5","X",18.9,373,"CHEVROLET C1500 SILVERADO PICKUP TRUCK - STANDARD"
"84",2000,5.3,8,"A4","X",16.7,343,"CHEVROLET C1500 SILVERADO PICKUP TRUCK - STANDARD"
"85",2000,5.3,8,"A4","X",17.9,373,"CHEVROLET C2500 SILVERADO PICKUP TRUCK - STANDARD"
"86",2000,6,8,"A4","X",21.4,435,"CHEVROLET C2500 SILVERADO PICKUP TRUCK - STANDARD"
"87",2000,3.8,6,"A4","X",13.9,269,"CHEVROLET CAMARO SUBCOMPACT"
"88",2000,3.8,6,"M5","X",13.7,262,"CHEVROLET CAMARO SUBCOMPACT"
"89",2000,5.7,8,"A4","Z",15.4,306,"CHEVROLET CAMARO SUBCOMPACT"
"90",2000,5.7,8,"M6","Z",14.7,285,"CHEVROLET CAMARO SUBCOMPACT"
"91",2000,2.2,4,"A4","X",11.6,232,"CHEVROLET CAVALIER SUBCOMPACT"
"92",2000,2.2,4,"M5","X",12.2,235,"CHEVROLET CAVALIER SUBCOMPACT"
"93",2000,2.4,4,"A4","X",12.5,248,"CHEVROLET CAVALIER SUBCOMPACT"
"94",2000,2.4,4,"M5","X",12.1,235,"CHEVROLET CAVALIER SUBCOMPACT"
"95",2000,2.2,4,"A3","X",11.8,242,"CHEVROLET CAVALIER BIFUEL SUBCOMPACT"
"96",2000,5.7,8,"A4","Z",15.5,308,"CHEVROLET CORVETTE SUBCOMPACT"
"97",2000,5.7,8,"M6","Z",14.4,278,"CHEVROLET CORVETTE SUBCOMPACT"
"98",2000,4.3,6,"A4","X",17.8,368,"CHEVROLET G15/G25 CHEVY VAN VAN - CARGO"
"99",2000,5,8,"A4","X",18.2,373,"CHEVROLET G15/G25 CHEVY VAN VAN - CARGO"
"100",2000,5.7,8,"A4","X",19.3,398,"CHEVROLET G15/G25 CHEVY VAN VAN - CARGO"
"101",2000,4.3,6,"A4","X",18.3,380,"CHEVROLET G1500/G2500 CHEVY EXPRESS VAN - PASSENGER"
"102",2000,5,8,"A4","X",18.5,384,"CHEVROLET G1500/G2500 CHEVY EXPRESS VAN - PASSENGER"
"103",2000,5.7,8,"A4","X",20.6,426,"CHEVROLET G1500/G2500 CHEVY EXPRESS VAN - PASSENGER"
"104",2000,3.4,6,"A4","X",13.6,260,"CHEVROLET IMPALA FULL-SIZE"
"105",2000,3.8,6,"A4","X",13.5,262,"CHEVROLET IMPALA FULL-SIZE"
"106",2000,4.3,6,"A4","X",17,350,"CHEVROLET K1500 SILVERADO 4X4 PICKUP TRUCK - STANDARD"
"107",2000,4.3,6,"M5","X",18.7,386,"CHEVROLET K1500 SILVERADO 4X4 PICKUP TRUCK - STANDARD"
"108",2000,4.8,8,"A4","X",17.3,366,"CHEVROLET K1500 SILVERADO 4X4 PICKUP TRUCK - STANDARD"
"109",2000,4.8,8,"M5","X",20.1,405,"CHEVROLET K1500 SILVERADO 4X4 PICKUP TRUCK - STANDARD"
"110",2000,5.3,8,"A4","X",18,377,"CHEVROLET K1500 SILVERADO 4X4 PICKUP TRUCK - STANDARD"
"111",2000,5.7,8,"A4","X",21.1,430,"CHEVROLET K1500 TAHOE 4X4 SUV"
"112",2000,3.4,6,"A4","X",13.6,260,"CHEVROLET LUMINA/MONTE CARLO MID-SIZE"
"113",2000,3.8,6,"A4","X",13.5,262,"CHEVROLET LUMINA/MONTE CARLO MID-SIZE"
"114",2000,3.1,6,"A4","X",13.1,255,"CHEVROLET MALIBU MID-SIZE"
"115",2000,1,3,"M5","X",7.1,147,"CHEVROLET METRO SUBCOMPACT"
"116",2000,1.3,4,"A3","X",9.1,191,"CHEVROLET METRO SUBCOMPACT"
"117",2000,1.3,4,"M5","X",7.6,156,"CHEVROLET METRO SUBCOMPACT"
"118",2000,5.3,8,"A4","X",18.9,391,"CHEVROLET NEW C1500 SUBURBAN SUV"
"119",2000,4.8,8,"A4","X",18.7,391,"CHEVROLET NEW C1500 TAHOE SUV"
"120",2000,5.3,8,"A4","X",18.9,391,"CHEVROLET NEW C1500 TAHOE SUV"
"121",2000,4.8,8,"A4","X",18.7,391,"CHEVROLET NEW K1500 TAHOE 4X4 SUV"
"122",2000,5.3,8,"A4","X",18.9,391,"CHEVROLET NEW K1500 TAHOE 4X4 SUV"
"123",2000,2.2,4,"A4","X",13.8,278,"CHEVROLET S10 PICKUP TRUCK - SMALL"
"124",2000,2.2,4,"M5","X",12.2,246,"CHEVROLET S10 PICKUP TRUCK - SMALL"
"125",2000,4.3,6,"A4","X",15.4,313,"CHEVROLET S10 PICKUP TRUCK - SMALL"
"126",2000,4.3,6,"M5","X",16.1,322,"CHEVROLET S10 PICKUP TRUCK - SMALL"
"127",2000,4.3,6,"A4","X",16.8,345,"CHEVROLET S10 4X4 PICKUP TRUCK - STANDARD"
"128",2000,4.3,6,"M5","X",16.3,329,"CHEVROLET S10 4X4 PICKUP TRUCK - STANDARD"
"129",2000,2,4,"A4","X",11.7,251,"CHEVROLET TRACKER 4X4 SUV"
"130",2000,2,4,"M5","X",11.9,255,"CHEVROLET TRACKER 4X4 SUV"
"131",2000,1.6,4,"M5","X",10.5,228,"CHEVROLET TRACKER CONVERTIBLE 4X4 SUV"
"132",2000,2,4,"A4","X",11.7,251,"CHEVROLET TRACKER CONVERTIBLE 4X4 SUV"
"133",2000,2,4,"M5","X",11.9,255,"CHEVROLET TRACKER CONVERTIBLE 4X4 SUV"
"134",2000,3.4,6,"A4","X",14,281,"CHEVROLET VENTURE MINIVAN"
"135",2000,3.5,6,"AS4","X",14.4,283,"CHRYSLER 300M FULL-SIZE"
"136",2000,2.4,4,"A4","X",13.4,265,"CHRYSLER CIRRUS MID-SIZE"
"137",2000,2.5,6,"A4","X",13.6,269,"CHRYSLER CIRRUS MID-SIZE"
"138",2000,2.7,6,"A4","X",13.2,260,"CHRYSLER CONCORDE FULL-SIZE"
"139",2000,3.2,6,"A4","X",14.2,276,"CHRYSLER CONCORDE FULL-SIZE"
"140",2000,2.7,6,"A4","X",13.2,260,"CHRYSLER INTREPID FULL-SIZE"
"141",2000,2.7,6,"AS4","X",13.2,258,"CHRYSLER INTREPID FULL-SIZE"
"142",2000,3.2,6,"AS4","X",14.2,274,"CHRYSLER INTREPID FULL-SIZE"
"143",2000,3.5,6,"AS4","X",14.4,283,"CHRYSLER INTREPID FULL-SIZE"
"144",2000,3.5,6,"A4","X",14.7,288,"CHRYSLER LHS FULL-SIZE"
"145",2000,2,4,"A3","X",10.9,223,"CHRYSLER NEON COMPACT"
"146",2000,2,4,"M5","X",9.6,198,"CHRYSLER NEON COMPACT"
"147",2000,2.4,4,"A4","X",13.4,276,"CHRYSLER PT CRUISER SUBCOMPACT"
"148",2000,2.4,4,"M5","X",13.2,269,"CHRYSLER PT CRUISER SUBCOMPACT"
"149",2000,2.5,6,"A4","X",13.5,267,"CHRYSLER SEBRING COMPACT"
"150",2000,2.5,6,"A4","X",13.6,269,"CHRYSLER SEBRING CONVERTIBLE COMPACT"
"151",2000,2.5,6,"AS4","X",14.7,288,"CHRYSLER SEBRING CONVERTIBLE COMPACT"
"152",2000,3.8,6,"A4","X",15.2,304,"CHRYSLER TOWN & COUNTRY MINIVAN"
"153",2000,3.8,6,"A4","X",16.2,320,"CHRYSLER TOWN & COUNTRY AWD MINIVAN"
"154",2000,1.5,4,"A4","X",11.3,216,"DAEWOO LANOS SUBCOMPACT"
"155",2000,1.5,4,"M5","X",10.3,205,"DAEWOO LANOS SUBCOMPACT"
"156",2000,1.6,4,"A4","X",11.6,225,"DAEWOO LANOS SUBCOMPACT"
"157",2000,1.6,4,"M5","X",10.4,207,"DAEWOO LANOS SUBCOMPACT"
"158",2000,2.2,4,"A4","X",13.4,265,"DAEWOO LEGANZA COMPACT"
"159",2000,2.2,4,"M5","X",13.1,258,"DAEWOO LEGANZA COMPACT"
"160",2000,2,4,"A4","X",12,239,"DAEWOO NUBIRA COMPACT"
"161",2000,2,4,"M5","X",11.9,237,"DAEWOO NUBIRA COMPACT"
"162",2000,2,4,"A4","X",12,239,"DAEWOO NUBIRA WAGON STATION WAGON - SMALL"
"163",2000,2,4,"M5","X",11.9,237,"DAEWOO NUBIRA WAGON STATION WAGON - SMALL"
"164",2000,3,6,"A4","X",14.6,290,"DODGE CARAVAN MINIVAN"
"165",2000,3.3,6,"A4","X",14.5,288,"DODGE CARAVAN MINIVAN"
"166",2000,3.8,6,"A4","X",15.2,304,"DODGE CARAVAN MINIVAN"
"167",2000,3.3,6,"A4","X",14.5,288,"DODGE CARAVAN FFV MINIVAN"
"168",2000,3.3,6,"A4","E",20.6,283,"DODGE CARAVAN FFV MINIVAN"
"169",2000,3.9,6,"A4","X",16.3,331,"DODGE DAKOTA PICKUP TRUCK - STANDARD"
"170",2000,3.9,6,"M5","X",16.8,329,"DODGE DAKOTA PICKUP TRUCK - STANDARD"
"171",2000,4.7,8,"A4","X",17.6,357,"DODGE DAKOTA PICKUP TRUCK - STANDARD"
"172",2000,4.7,8,"M5","X",18.3,363,"DODGE DAKOTA PICKUP TRUCK - STANDARD"
"173",2000,5.9,8,"A4","X",20.8,423,"DODGE DAKOTA PICKUP TRUCK - STANDARD"
"174",2000,3.9,6,"A4","X",18.1,375,"DODGE DAKOTA 4X4 PICKUP TRUCK - STANDARD"
"175",2000,3.9,6,"M5","X",19.1,386,"DODGE DAKOTA 4X4 PICKUP TRUCK - STANDARD"
"176",2000,4.7,8,"A4","X",18.3,370,"DODGE DAKOTA 4X4 PICKUP TRUCK - STANDARD"
"177",2000,4.7,8,"M5","X",18.8,382,"DODGE DAKOTA 4X4 PICKUP TRUCK - STANDARD"
"178",2000,5.9,8,"A4","X",22.3,444,"DODGE DAKOTA 4X4 PICKUP TRUCK - STANDARD"
"179",2000,4.7,8,"A4","X",19.3,389,"DODGE DURANGO 4X4 SUV"
"180",2000,5.9,8,"A4","X",22.3,444,"DODGE DURANGO 4X4 SUV"
"181",2000,5.9,8,"A4","Z",22.3,444,"DODGE DURANGO 5.9 R/T 4X4 SUV"
"182",2000,3,6,"A4","X",14.6,290,"DODGE GRAND CARAVAN MINIVAN"
"183",2000,3.3,6,"A4","X",14.5,288,"DODGE GRAND CARAVAN MINIVAN"
"184",2000,3.8,6,"A4","X",15.2,304,"DODGE GRAND CARAVAN MINIVAN"
"185",2000,3.8,6,"AS4","X",15.5,308,"DODGE GRAND CARAVAN MINIVAN"
"186",2000,3.8,6,"A4","X",16.2,320,"DODGE GRAND CARAVAN AWD MINIVAN"
"187",2000,3.8,6,"AS4","X",16.4,324,"DODGE GRAND CARAVAN AWD MINIVAN"
"188",2000,3.3,6,"A4","X",14.5,288,"DODGE GRAND CARAVAN FFV MINIVAN"
"189",2000,3.3,6,"A4","E",20.6,283,"DODGE GRAND CARAVAN FFV MINIVAN"
"190",2000,3.9,6,"A4","X",17.3,350,"DODGE RAM 1500 PICKUP TRUCK - STANDARD"
"191",2000,3.9,6,"M5","X",17.4,345,"DODGE RAM 1500 PICKUP TRUCK - STANDARD"
"192",2000,5.2,8,"A4","X",20,396,"DODGE RAM 1500 PICKUP TRUCK - STANDARD"
"193",2000,5.2,8,"M5","X",20.2,396,"DODGE RAM 1500 PICKUP TRUCK - STANDARD"
"194",2000,5.9,8,"A4","X",21.5,416,"DODGE RAM 1500 PICKUP TRUCK - STANDARD"
"195",2000,5.2,8,"A4","X",21.6,435,"DODGE RAM 1500 4X4 PICKUP TRUCK - STANDARD"
"196",2000,5.2,8,"M5","X",22.1,437,"DODGE RAM 1500 4X4 PICKUP TRUCK - STANDARD"
"197",2000,5.9,8,"A4","X",21.6,426,"DODGE RAM 1500 4X4 PICKUP TRUCK - STANDARD"
"198",2000,3.9,6,"A3","X",17.6,377,"DODGE RAM 1500 VAN VAN - CARGO"
"199",2000,5.2,8,"A4","X",19.6,386,"DODGE RAM 1500 VAN VAN - CARGO"
"200",2000,5.9,8,"A4","X",20.8,423,"DODGE RAM 1500 VAN VAN - CARGO"
"201",2000,3.9,6,"A3","X",18.3,393,"DODGE RAM 1500 WAGON VAN - PASSENGER"
"202",2000,5.2,8,"A4","X",20,393,"DODGE RAM 1500 WAGON VAN - PASSENGER"
"203",2000,5.2,8,"A4","X",20,393,"DODGE RAM 2500 VAN VAN - CARGO"
"204",2000,5.9,8,"A4","X",21.5,416,"DODGE RAM 2500 VAN VAN - CARGO"
"205",2000,5.2,8,"A4","N",20.8,353,"DODGE RAM 2500 VAN NGV VAN - CARGO"
"206",2000,5.2,8,"A4","X",21.8,444,"DODGE RAM 2500 WAGON VAN - PASSENGER"
"207",2000,5.9,8,"A4","X",21.8,423,"DODGE RAM 2500 WAGON VAN - PASSENGER"
"208",2000,8,10,"M6","Z",21.4,396,"DODGE VIPER GTS SUBCOMPACT"
"209",2000,8,10,"M6","Z",21.4,396,"DODGE VIPER RT/10 SUBCOMPACT"
"210",2000,3.6,8,"AS6","Z",24.6,474,"FERRARI 360 MODENA F1 TWO-SEATER"
"211",2000,3.6,8,"M6","Z",24.1,472,"FERRARI 360 MODENA F1 TWO-SEATER"
"212",2000,5.5,12,"A4","Z",26.7,513,"FERRARI 456 MGT SUBCOMPACT"
"213",2000,5.5,12,"M6","Z",26.3,495,"FERRARI 456 MGT SUBCOMPACT"
"214",2000,5.5,12,"A4","Z",26.7,513,"FERRARI 456 MGTA SUBCOMPACT"
"215",2000,5.5,12,"M6","Z",26.3,495,"FERRARI 456 MGTA SUBCOMPACT"
"216",2000,5.5,12,"M6","Z",30.2,582,"FERRARI 550 MARANELLO SUBCOMPACT"
"217",2000,2,4,"M5","X",11.1,219,"FORD COUGAR COMPACT"
"218",2000,2.5,6,"A4","X",13.1,260,"FORD COUGAR COMPACT"
"219",2000,2.5,6,"M5","X",13.3,260,"FORD COUGAR COMPACT"
"220",2000,4.6,8,"A4","X",15.1,299,"FORD CROWN VICTORIA FULL-SIZE"
"221",2000,4.2,6,"A4","X",19.1,393,"FORD E150 CLUB WAGON VAN - PASSENGER"
"222",2000,4.6,8,"A4","X",18.8,382,"FORD E150 CLUB WAGON VAN - PASSENGER"
"223",2000,5.4,8,"A4","X",19.9,403,"FORD E150 CLUB WAGON VAN - PASSENGER"
"224",2000,4.2,6,"A4","X",19,389,"FORD E150 VAN VAN - CARGO"
"225",2000,4.6,8,"A4","X",17.8,359,"FORD E150 VAN VAN - CARGO"
"226",2000,5.4,8,"A4","X",17.9,363,"FORD E150 VAN VAN - CARGO"
"227",2000,4.2,6,"A4","X",19.1,391,"FORD E250 VAN VAN - CARGO"
"228",2000,5.4,8,"A4","X",20.2,403,"FORD E250 VAN VAN - CARGO"
"229",2000,2,4,"A4","X",10.6,216,"FORD ESCORT ZX2 COMPACT"
"230",2000,2,4,"M5","X",10.6,216,"FORD ESCORT ZX2 COMPACT"
"231",2000,4.6,8,"A4","X",17.8,359,"FORD EXPEDITION SUV"
"232",2000,5.4,8,"A4","X",20.2,403,"FORD EXPEDITION SUV"
"233",2000,4.6,8,"A4","X",19.3,391,"FORD EXPEDITION 4X4 SUV"
"234",2000,5.4,8,"A4","X",21.1,426,"FORD EXPEDITION 4X4 SUV"
"235",2000,4,6,"M5","X",14.9,304,"FORD EXPLORER SUV"
"236",2000,5,8,"A4","X",18.4,368,"FORD EXPLORER SUV"
"237",2000,4,6,"M5","X",16.4,336,"FORD EXPLORER 4X4 SUV"
"238",2000,5,8,"A4","X",18.7,373,"FORD EXPLORER 4X4 SUV"
"239",2000,4,6,"A5","X",17.1,357,"FORD EXPLORER OHV SUV"
"240",2000,4,6,"A5","X",17.3,352,"FORD EXPLORER OHV 4X4 SUV"
"241",2000,4,6,"A5","X",16.5,336,"FORD EXPLORER SOHC SUV"
"242",2000,4,6,"A5","X",16.7,343,"FORD EXPLORER SOHC 4X4 SUV"
"243",2000,4.2,6,"A4","X",16.7,340,"FORD F150 PICKUP TRUCK - STANDARD"
"244",2000,4.2,6,"M5","X",16.3,334,"FORD F150 PICKUP TRUCK - STANDARD"
"245",2000,4.6,8,"A4","X",17,345,"FORD F150 PICKUP TRUCK - STANDARD"
"246",2000,4.6,8,"M5","X",17.8,354,"FORD F150 PICKUP TRUCK - STANDARD"
"247",2000,5.4,8,"A4","X",17.9,363,"FORD F150 PICKUP TRUCK - STANDARD"
"248",2000,4.2,6,"A4","X",17.3,359,"FORD F150 4X4 PICKUP TRUCK - STANDARD"
"249",2000,4.2,6,"M5","X",18,373,"FORD F150 4X4 PICKUP TRUCK - STANDARD"
"250",2000,4.6,8,"A4","X",18.5,380,"FORD F150 4X4 PICKUP TRUCK - STANDARD"
"251",2000,4.6,8,"M5","X",18.8,380,"FORD F150 4X4 PICKUP TRUCK - STANDARD"
"252",2000,5.4,8,"A4","X",20.7,423,"FORD F150 4X4 PICKUP TRUCK - STANDARD"
"253",2000,2,4,"A4","X",10.8,221,"FORD FOCUS SEDAN COMPACT"
"254",2000,2,4,"M5","X",10.8,216,"FORD FOCUS SEDAN COMPACT"
"255",2000,2,4,"A4","X",10.6,219,"FORD FOCUS WAGON STATION WAGON - MID-SIZE"
"256",2000,2,4,"M5","X",10.9,216,"FORD FOCUS WAGON STATION WAGON - MID-SIZE"
"257",2000,4.6,8,"A4","X",15,297,"FORD GRAND MARQUIS FULL-SIZE"
"258",2000,3.8,6,"A4","X",13.4,267,"FORD MUSTANG SUBCOMPACT"
"259",2000,3.8,6,"M5","X",13.6,267,"FORD MUSTANG SUBCOMPACT"
"260",2000,4.6,8,"A4","X",15.1,301,"FORD MUSTANG SUBCOMPACT"
"261",2000,4.6,8,"M5","X",15.4,304,"FORD MUSTANG SUBCOMPACT"
"262",2000,4.6,8,"M5","X",15.7,308,"FORD MUSTANG # SUBCOMPACT"
"263",2000,3,6,"A4","X",15.7,315,"FORD RANGER PICKUP TRUCK - STANDARD"
"264",2000,3,6,"M5","X",16.2,322,"FORD RANGER PICKUP TRUCK - STANDARD"
"265",2000,4,6,"A5","X",17,354,"FORD RANGER PICKUP TRUCK - STANDARD"
"266",2000,4,6,"M5","X",14.9,306,"FORD RANGER PICKUP TRUCK - STANDARD"
"267",2000,3,6,"A4","X",16.4,336,"FORD RANGER 4X4 PICKUP TRUCK - STANDARD"
"268",2000,3,6,"M5","X",15.5,320,"FORD RANGER 4X4 PICKUP TRUCK - STANDARD"
"269",2000,4,6,"A5","X",17.3,357,"FORD RANGER 4X4 PICKUP TRUCK - STANDARD"
"270",2000,4,6,"M5","X",16.5,340,"FORD RANGER 4X4 PICKUP TRUCK - STANDARD"
"271",2000,3,6,"A4","X",13.6,267,"FORD TAURUS MID-SIZE"
"272",2000,3,6,"A4","X",13.5,265,"FORD TAURUS # MID-SIZE"
"273",2000,3,6,"A4","X",14.2,278,"FORD TAURUS WAGON STATION WAGON - MID-SIZE"
"274",2000,3,6,"A4","X",14,276,"FORD TAURUS WAGON # STATION WAGON - MID-SIZE"
"275",2000,3,6,"A4","X",15.6,311,"FORD WINDSTAR VAN VAN - CARGO"
"276",2000,3.8,6,"A4","X",14.9,304,"FORD WINDSTAR VAN VAN - CARGO"
"277",2000,3,6,"A4","X",15.6,311,"FORD WINDSTAR WAGON MINIVAN"
"278",2000,3.8,6,"A4","X",15.5,311,"FORD WINDSTAR WAGON MINIVAN"
"279",2000,4.3,6,"A4","X",17.7,368,"GMC C1500 SIERRA PICKUP TRUCK - STANDARD"
"280",2000,4.3,6,"M5","X",18.5,384,"GMC C1500 SIERRA PICKUP TRUCK - STANDARD"
"281",2000,4.8,8,"A4","X",16.3,334,"GMC C1500 SIERRA PICKUP TRUCK - STANDARD"
"282",2000,4.8,8,"M5","X",18.9,373,"GMC C1500 SIERRA PICKUP TRUCK - STANDARD"
"283",2000,5.3,8,"A4","X",16.7,343,"GMC C1500 SIERRA PICKUP TRUCK - STANDARD"
"284",2000,4.8,8,"A4","X",18.7,391,"GMC C1500 YUKON SUV"
"285",2000,5.3,8,"A4","X",18.9,391,"GMC C1500 YUKON SUV"
"286",2000,5.3,8,"A4","X",18.9,391,"GMC C1500 YUKON XL SUV"
"287",2000,5.3,8,"A4","X",17.9,373,"GMC C2500 SIERRA PICKUP TRUCK - STANDARD"
"288",2000,6,8,"A4","X",21.4,435,"GMC C2500 SIERRA PICKUP TRUCK - STANDARD"
"289",2000,4.3,6,"A4","X",17.8,368,"GMC G15/G25 SAVANA CARGO VAN - CARGO"
"290",2000,5,8,"A4","X",18.2,373,"GMC G15/G25 SAVANA CARGO VAN - CARGO"
"291",2000,5.7,8,"A4","X",19.1,396,"GMC G15/G25 SAVANA CARGO VAN - CARGO"
"292",2000,4.3,6,"A4","X",18.3,380,"GMC G1500/G2500 SAVANA PASSENGER VAN - PASSENGER"
"293",2000,5,8,"A4","X",18.3,377,"GMC G1500/G2500 SAVANA PASSENGER VAN - PASSENGER"
"294",2000,5.7,8,"A4","X",20.6,426,"GMC G1500/G2500 SAVANA PASSENGER VAN - PASSENGER"
"295",2000,4.3,6,"A4","X",16.2,336,"GMC JIMMY SUV"
"296",2000,4.3,6,"M5","X",16.3,327,"GMC JIMMY SUV"
"297",2000,4.3,6,"A4","X",17,350,"GMC JIMMY 4X4 SUV"
"298",2000,4.3,6,"M5","X",18.7,386,"GMC JIMMY 4X4 SUV"
"299",2000,4.3,6,"A4","X",17,350,"GMC K1500 SIERRA 4X4 PICKUP TRUCK - STANDARD"
"300",2000,4.3,6,"M5","X",18.7,386,"GMC K1500 SIERRA 4X4 PICKUP TRUCK - STANDARD"
"301",2000,4.8,8,"A4","X",17.3,366,"GMC K1500 SIERRA 4X4 PICKUP TRUCK - STANDARD"
"302",2000,4.8,8,"M5","X",20.2,407,"GMC K1500 SIERRA 4X4 PICKUP TRUCK - STANDARD"
"303",2000,5.3,8,"A4","X",18,377,"GMC K1500 SIERRA 4X4 PICKUP TRUCK - STANDARD"
"304",2000,4.8,8,"A4","X",18.7,391,"GMC K1500 YUKON 4X4 SUV"
"305",2000,5.3,8,"A4","X",18.9,391,"GMC K1500 YUKON 4X4 SUV"
"306",2000,5.7,8,"A4","X",21.2,430,"GMC K1500 YUKON 4X4 SUV"
"307",2000,4.3,6,"A4","X",16.2,336,"GMC SAFARI CARGO VAN - CARGO"
"308",2000,4.3,6,"A4","X",17,350,"GMC SAFARI CARGO AWD VAN - CARGO"
"309",2000,4.3,6,"A4","X",17.7,368,"GMC SAFARI PASSENGER VAN - PASSENGER"
"310",2000,4.3,6,"A4","X",17.4,359,"GMC SAFARI PASSENGER AWD VAN - PASSENGER"
"311",2000,2.2,4,"A4","X",13.8,278,"GMC SONOMA PICKUP TRUCK - SMALL"
"312",2000,2.2,4,"M5","X",12.2,246,"GMC SONOMA PICKUP TRUCK - SMALL"
"313",2000,4.3,6,"A4","X",15.4,313,"GMC SONOMA PICKUP TRUCK - SMALL"
"314",2000,4.3,6,"M5","X",16.2,322,"GMC SONOMA PICKUP TRUCK - SMALL"
"315",2000,4.3,6,"A4","X",16.8,345,"GMC SONOMA 4X4 PICKUP TRUCK - STANDARD"
"316",2000,4.3,6,"M5","X",16.3,329,"GMC SONOMA 4X4 PICKUP TRUCK - STANDARD"
"317",2000,3,6,"A4","X",13,260,"HONDA ACCORD MID-SIZE"
"318",2000,2.3,4,"A4","X",12.2,246,"HONDA ACCORD DX MID-SIZE"
"319",2000,2.3,4,"M5","X",11.5,235,"HONDA ACCORD DX MID-SIZE"
"320",2000,2.3,4,"A4","X",11.8,237,"HONDA ACCORD EX/LX MID-SIZE"
"321",2000,2.3,4,"M5","X",10.8,221,"HONDA ACCORD EX/LX MID-SIZE"
"322",2000,1.6,4,"A4","X",10.5,216,"HONDA CIVIC COUPE Si SUBCOMPACT"
"323",2000,1.6,4,"M5","X",9.8,205,"HONDA CIVIC COUPE Si SUBCOMPACT"
"324",2000,1.6,4,"M5","Z",10.9,223,"HONDA CIVIC COUPE SiR SUBCOMPACT"
"325",2000,1.6,4,"A4","X",10,202,"HONDA CIVIC CX/DX/LX/EX SUBCOMPACT"
"326",2000,1.6,4,"M5","X",8.8,184,"HONDA CIVIC CX/DX/LX/EX SUBCOMPACT"
"327",2000,2,4,"A4","X",12.5,267,"HONDA CR-V SUV"
"328",2000,2,4,"M5","X",12.5,267,"HONDA CR-V SUV"
"329",2000,1,3,"M5","X",4.9,104,"HONDA INSIGHT SUBCOMPACT"
"330",2000,3.5,6,"A4","X",14.9,292,"HONDA ODYSSEY MINIVAN"
"331",2000,2.2,4,"AS4","Z",12.7,260,"HONDA PRELUDE SUBCOMPACT"
"332",2000,2.2,4,"M5","Z",12,251,"HONDA PRELUDE SUBCOMPACT"
"333",2000,2,4,"M6","Z",13.1,269,"HONDA S2000 SUBCOMPACT"
"334",2000,1.5,4,"A4","X",10.5,209,"HYUNDAI ACCENT COMPACT"
"335",2000,1.5,4,"M5","X",9.7,198,"HYUNDAI ACCENT COMPACT"
"336",2000,2,4,"A4","X",12.2,242,"HYUNDAI ELANTRA COMPACT"
"337",2000,2,4,"M5","X",11.3,223,"HYUNDAI ELANTRA COMPACT"
"338",2000,2,4,"A4","X",12.5,248,"HYUNDAI ELANTRA WAGON STATION WAGON - SMALL"
"339",2000,2,4,"M5","X",11.4,228,"HYUNDAI ELANTRA WAGON STATION WAGON - SMALL"
"340",2000,2.4,4,"A4","X",13,260,"HYUNDAI SONATA 2.4L MID-SIZE"
"341",2000,2.5,6,"A4","X",13.2,262,"HYUNDAI SONATA 2.5L MID-SIZE"
"342",2000,2,4,"A4","X",12.2,244,"HYUNDAI TIBURON SUBCOMPACT"
"343",2000,2,4,"M5","X",11.4,228,"HYUNDAI TIBURON SUBCOMPACT"
"344",2000,2,4,"A4","X",11.6,235,"INFINITI G20 COMPACT"
"345",2000,2,4,"M5","X",11.4,230,"INFINITI G20 COMPACT"
